signal_date,entry_date,exit_date,entry,exit,hold_days,exit_reason,raw_ret%,net_ret%,mfe%,mae%,rule_id,code,score,name,industry
2026-03-02,2026-03-03,2026-03-09,124.8208,112.3387,5,止损,-10.0,-10.15,1.567,-11.198,fixed_sl10_tp25_h40,600315,14.402,上海家化,品牌化妆品
2026-03-02,2026-03-03,2026-03-11,33.7554,42.1943,7,止盈,25.0,24.85,26.747,-6.337,fixed_sl10_tp25_h40,002298,16.892,中电鑫龙,输变电设备
2026-03-02,2026-03-03,2026-03-13,35.1277,31.615,9,止损,-10.0,-10.15,0.181,-10.108,fixed_sl10_tp25_h40,002651,18.617,利君股份,航空装备Ⅲ
2026-03-02,2026-03-03,2026-03-23,41.2177,37.0959,15,止损,-10.0,-10.15,1.907,-10.354,fixed_sl10_tp25_h40,603300,17.029,海南华铁,租赁
2026-03-02,2026-03-03,2026-04-15,31.2553,39.0691,31,止盈,25.0,24.85,26.346,-4.983,fixed_sl10_tp25_h40,603063,18.828,禾望电气,风电零部件
2026-03-02,2026-03-03,2026-03-31,20.0995,18.0896,21,止损,-10.0,-10.15,2.235,-11.173,fixed_sl10_tp25_h40,603112,14.459,华翔股份,家电零部件Ⅲ
2026-03-02,2026-03-03,2026-03-30,82.3766,74.1389,20,止损,-10.0,-10.15,3.728,-12.096,fixed_sl10_tp25_h40,002052,16.911,同洲电子,其他电源设备Ⅲ
2026-03-02,2026-03-03,2026-03-20,21.61,19.449,14,止损,-10.0,-10.15,0.403,-11.007,fixed_sl10_tp25_h40,002685,17.122,华东重机,工程机械整机
2026-03-03,2026-03-04,2026-04-29,75.2526,83.1739,40,到期,10.526,10.376,11.87,-3.024,fixed_sl10_tp25_h40,002091,11.318,江苏国泰,贸易Ⅲ
2026-03-03,2026-03-04,2026-04-23,238.045,297.5563,36,止盈,25.0,24.85,26.509,-3.195,fixed_sl10_tp25_h40,002245,18.315,蔚蓝锂芯,锂电池
2026-03-03,2026-03-04,2026-03-20,125.95,113.355,13,止损,-10.0,-10.15,12.528,-10.754,fixed_sl10_tp25_h40,600888,11.42,新疆众和,铝
2026-03-03,2026-03-04,2026-03-26,112.3224,140.403,17,止盈,25.0,24.85,27.571,-0.894,fixed_sl10_tp25_h40,000531,13.509,穗恒运Ａ,火力发电
2026-03-03,2026-03-04,2026-03-12,80.213,72.1917,7,止损,-10.0,-10.15,3.404,-10.486,fixed_sl10_tp25_h40,002430,11.213,杭氧股份,其他化学制品
2026-03-04,2026-03-05,2026-03-17,50.9187,45.8269,9,止损,-10.0,-10.15,2.138,-10.784,fixed_sl10_tp25_h40,601137,18.662,博威合金,其他金属新材料
2026-03-04,2026-03-05,2026-03-18,173.3566,156.0209,10,止损,-10.0,-10.15,14.797,-11.848,fixed_sl10_tp25_h40,000830,14.425,鲁西化工,煤化工
2026-03-04,2026-03-05,2026-03-16,43.406,39.0654,8,止损,-10.0,-10.15,0.57,-10.076,fixed_sl10_tp25_h40,000825,12.743,太钢不锈,特钢Ⅲ
2026-03-05,2026-03-06,2026-03-23,27.1803,24.4622,12,止损,-10.0,-10.15,6.78,-16.102,fixed_sl10_tp25_h40,600361,11.462,创新新材,铝
2026-03-09,2026-03-10,2026-03-18,117.3528,105.6175,7,止损,-10.0,-10.15,6.44,-15.832,fixed_sl10_tp25_h40,600475,17.634,华光环能,热力服务
2026-03-09,2026-03-10,2026-03-23,55.8517,50.2666,10,止损,-10.0,-10.15,0.397,-14.683,fixed_sl10_tp25_h40,002219,15.004,新里程,医院
2026-03-09,2026-03-10,2026-03-23,20.4507,18.4057,10,止损,-10.0,-10.15,3.448,-12.315,fixed_sl10_tp25_h40,603660,22.814,苏州科达,其他计算机设备
2026-03-09,2026-03-10,2026-03-20,36.1047,32.4942,9,止损,-10.0,-10.15,2.79,-11.162,fixed_sl10_tp25_h40,603823,15.961,百合花,涂料油墨
2026-03-09,2026-03-10,2026-03-24,93.0007,83.7006,11,止损,-10.0,-10.15,11.773,-12.642,fixed_sl10_tp25_h40,002654,15.22,万润科技,LED
2026-03-10,2026-03-11,2026-03-23,6.2752,5.6477,9,止损,-10.0,-10.15,6.09,-15.545,fixed_sl10_tp25_h40,601068,12.588,中铝国际,其他专业工程
2026-03-10,2026-03-11,2026-03-23,63.5548,57.1993,9,止损,-10.0,-10.15,1.421,-15.631,fixed_sl10_tp25_h40,002583,14.209,海能达,通信网络设备及器件
2026-03-11,2026-03-12,2026-03-23,22.1487,19.9339,8,止损,-10.0,-10.15,11.667,-15.238,fixed_sl10_tp25_h40,002426,14.507,胜利精密,消费电子零部件及组装
2026-03-11,2026-03-12,2026-05-06,119.4745,149.3431,36,止盈,25.0,24.85,33.344,-8.005,fixed_sl10_tp25_h40,603156,16.034,养元饮品,软饮料
2026-03-11,2026-03-12,2026-03-16,19.2193,17.2974,3,止损,-10.0,-10.15,0.42,-15.042,fixed_sl10_tp25_h40,601226,12.76,华电科工,其他专业工程
2026-03-12,2026-03-13,2026-04-10,29.82,37.2749,20,止盈,25.0,24.85,27.129,-4.315,fixed_sl10_tp25_h40,603196,11.359,璞源材料,非运动服装
2026-03-16,2026-03-17,2026-03-18,69.5061,62.5555,2,止损,-10.0,-10.15,1.151,-14.614,fixed_sl10_tp25_h40,600595,22.481,中孚实业,铝
2026-03-17,2026-03-18,2026-03-23,43.629,39.2661,4,止损,-10.0,-10.15,3.931,-14.22,fixed_sl10_tp25_h40,600810,13.475,神马股份,锦纶
2026-03-17,2026-03-18,2026-05-08,81.8112,102.264,34,止盈,25.0,24.85,29.926,-6.32,fixed_sl10_tp25_h40,002183,20.861,怡 亚 通,贸易Ⅲ
2026-03-18,2026-03-19,2026-03-24,30.543,27.4887,4,止损,-10.0,-10.15,3.295,-11.705,fixed_sl10_tp25_h40,002627,17.951,三峡旅游,旅游综合
2026-03-19,2026-03-20,2026-04-09,25.2983,31.6229,14,止盈,25.0,24.85,31.308,-6.906,fixed_sl10_tp25_h40,002181,24.016,粤 传 媒,大众出版
2026-03-19,2026-03-20,2026-05-20,476.1355,527.3019,40,到期,10.746,10.596,10.992,-5.496,fixed_sl10_tp25_h40,002032,11.706,苏 泊 尔,厨房小家电
2026-03-25,2026-03-26,2026-03-30,131.5036,118.3532,3,止损,-10.0,-10.15,0.0,-12.641,fixed_sl10_tp25_h40,603296,12.336,华勤技术,消费电子零部件及组装
2026-03-30,2026-03-31,2026-04-03,24.7511,22.276,4,止损,-10.0,-10.15,1.841,-12.827,fixed_sl10_tp25_h40,002077,16.103,大港股份,集成电路封测
2026-04-02,2026-04-03,2026-04-23,379.1781,341.2603,14,止损,-10.0,-10.15,2.327,-16.057,fixed_sl10_tp25_h40,603737,16.879,三棵树,涂料
2026-04-02,2026-04-03,2026-04-24,104.0027,130.0034,15,止盈,25.0,24.85,28.275,-1.647,fixed_sl10_tp25_h40,603124,21.447,江南新材,其他金属新材料
2026-04-03,2026-04-07,2026-04-14,265.2898,331.6122,6,止盈,25.0,24.85,28.414,-0.122,fixed_sl10_tp25_h40,603061,19.338,金海通,半导体设备
2026-04-08,2026-04-09,2026-05-07,23.1023,20.7921,18,止损,-10.0,-10.15,3.085,-10.283,fixed_sl10_tp25_h40,603708,19.66,家家悦,超市
2026-04-08,2026-04-09,2026-05-21,125.2414,112.7172,28,止损,-10.0,-10.15,5.209,-11.205,fixed_sl10_tp25_h40,600897,18.423,厦门空港,机场
2026-04-08,2026-04-09,2026-06-02,40.2637,36.2374,36,止损,-10.0,-10.15,7.811,-12.838,fixed_sl10_tp25_h40,603590,22.554,康辰药业,其他生物制品
